subject,number,code,title,source_url
MSE,320,MSE 320,Machine Design,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,321,MSE 321,Engineering Thermodynamics and Heat Transfer,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,323,MSE 323,Introduction to Fluid Mechanics,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,352,MSE 352,Digital Logic and Microcontrollers,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,353,MSE 353,Power Electronics and Electric Machinery,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,360,MSE 360,Introduction to Biosystems Engineering,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,380,MSE 380,Systems Modeling and Simulation,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,381,MSE 381,Feedback Control Systems,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,390,MSE 390,Special Topics in Mechatronic Systems Engineering,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,391,MSE 391,Special Topics in Mechatronic Systems Engineering,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,393,MSE 393,Industrial Internship II,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,394,MSE 394,Special Internship II,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,402,MSE 402,"Engineering Ethics, Law, and Professional Practice",https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,403,MSE 403,Technology Entrepreneurship I,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,404,MSE 404,Technology Entrepreneurship II,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,405W,MSE 405W,"The Business of Engineering II, Entrepreneurship for Engineers",https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,410,MSE 410,Capstone Design Technical Project I,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,411,MSE 411,Capstone Design Technical Project II,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,412,MSE 412,Neuromodulation Technologies and Applications in Brain Health,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,413,MSE 413,Machine Learning in Mechatronics,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,420,MSE 420,Introduction to Biomechanical Engineering,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,421,MSE 421,Advanced Vibration,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,422,MSE 422,Fuel Cell Systems,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,423,MSE 423,Energy Conversion,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,424,MSE 424,Microfluidics,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,425,MSE 425,Nano Manufacturing,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,426,MSE 426,Introduction to Engineering Design Optimization,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,427,MSE 427,Finite Element Analysis,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,428,MSE 428,Design of Mechanism,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,429,MSE 429,Advanced Kinematics for Robotic System,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,450,MSE 450,Real-Time and Embedded Control Systems,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,451,MSE 451,Advanced Electronic Circuits,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,452,MSE 452,Power Conversion in Alternative Energy Systems,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,453,MSE 453,Hybrid Thermal Electric Microgrids I,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,454,MSE 454,Hybrid Thermal Electric Microgrids II,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,460,MSE 460,Precision AgriTech Engineering,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,480,MSE 480,Manufacturing Systems,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,481,MSE 481,Industrial Control Systems,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,483,MSE 483,Modern Control Systems,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,486,MSE 486,Directed Studies in Mechatronic Systems Engineering,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,487,MSE 487,Directed Studies in Mechatronic Systems Engineering,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,488,MSE 488,Directed Studies in Mechatronic Systems Engineering,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,489,MSE 489,Directed Studies in Mechatronic Systems Engineering,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,490,MSE 490,Special Topic in Mechatronic Systems Engineering,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,491,MSE 491,Special Topic in Mechatronic Systems Engineering,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,492,MSE 492,Special Topics in Mechatronic Systems Engineering,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,493,MSE 493,Industrial Internship III,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,494,MSE 494,Special Internship III,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,495,MSE 495,Special Project Laboratory,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,496,MSE 496,Special Project Laboratory,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,497,MSE 497,Special Project Laboratory,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,498,MSE 498,Mechatronic Systems Engineering Thesis Proposal,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,499,MSE 499,". This activity can be directly augmented by other course work and by directed study. The locale of the work may be external to the University or within a University laboratory, or",https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,711,MSE 711,Introduction to MEMS,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,713,MSE 713,Machine Learning in Mechatronics,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,720,MSE 720,Introduction to Biomechanical Engineering,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,721,MSE 721,Advanced Vibrations,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,722,MSE 722,Fuel Cell Systems,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,725,MSE 725,Nano Manufacturing,https://www.sfu.ca/students/calendar/2025/summer/courses/mse.html
MSE,726,MSE 726,Introduction to Engineering Design Optimization,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,727,MSE 727,Finite Element Analysis,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,750,MSE 750,Real Time and Embedded Control,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,753,MSE 753,Hybrid Thermal Electric Microgrids I,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,754,MSE 754,Hybrid Thermal Electric Microgrids II,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,780,MSE 780,Manufacturing Systems,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,782,MSE 782,Introduction to State Space Control Systems,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,793,MSE 793,Graduate Co-op I,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,794,MSE 794,Graduate Co-op II,https://www.sfu.ca/students/calendar/2025/summer/courses/mse.html
MSE,795,MSE 795,Industrial Internship,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,801,MSE 801,Writing for Engineers,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,802,MSE 802,Engineering Research Methods,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,804,MSE 804,Graduate Seminar,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,811,MSE 811,Microdevice Engineering and Characterization,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,812,MSE 812,Advanced 3D Printing,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,821,MSE 821,Advanced Conduction Heat Transfer,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,822,MSE 822,Advanced Convection Heat Transfer,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,881,MSE 881,Analysis and Control of Nonlinear Systems,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,884,MSE 884,Advanced Dynamics,https://www.sfu.ca/students/calendar/2025/summer/courses/mse.html
MSE,890,MSE 890,PhD Qualifying Examination,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,891,MSE 891,Directed Studies I,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,892,MSE 892,Directed Studies II,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,893,MSE 893,Special Topics I,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,894,MSE 894,Special Topics II,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,895,MSE 895,Special Topics III,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,898,MSE 898,MASc Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,899,MSE 899,PhD Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,900,MSE 900,Engineering in the Canadian Context,https://www.sfu.ca/students/calendar/2025/summer/courses/mse.html
MSE,901,MSE 901,Becoming a Professional Engineer,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,910,MSE 910,Industrial Internet of Things,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,921,MSE 921,Product Realization Project I,https://www.sfu.ca/students/calendar/2025/summer/courses/mse.html
MSE,922,MSE 922,Product Realization Project II,https://www.sfu.ca/students/calendar/2025/summer/courses/mse.html
MSE,923,MSE 923,Smart Factory I,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,924,MSE 924,Smart Factory II,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,980,MSE 980,Industry 4.0,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,981,MSE 981,Industrial Big Data Analytics,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
MSE,995,MSE 995,Advanced Modeling and Prototyping,https://www.sfu.ca/students/calendar/2025/summer/courses/mse.html
MTEC,691,MTEC 691,Directed Studies,https://www.sfu.ca/students/calendar/2025/fall/courses/mtec.html
MTEC,692,MTEC 692,Directed Studies,https://www.sfu.ca/students/calendar/2025/fall/courses/mtec.html
MTEC,693,MTEC 693,Directed Studies,https://www.sfu.ca/students/calendar/2025/fall/courses/mtec.html
MTEC,694,MTEC 694,Directed Studies,https://www.sfu.ca/students/calendar/2025/fall/courses/mtec.html
MTEC,695,MTEC 695,Directed Studies,https://www.sfu.ca/students/calendar/2025/fall/courses/mtec.html
MTEC,696,MTEC 696,Directed Studies,https://www.sfu.ca/students/calendar/2025/fall/courses/mtec.html
MTEC,697,MTEC 697,Directed Studies,https://www.sfu.ca/students/calendar/2025/fall/courses/mtec.html
MTEC,698,MTEC 698,Directed Studies,https://www.sfu.ca/students/calendar/2025/fall/courses/mtec.html
MTEC,699,MTEC 699,Directed Studies,https://www.sfu.ca/students/calendar/2025/fall/courses/mtec.html
NEUR,800,NEUR 800,Foundations of Cellular and Molecular Neuroscience,https://www.sfu.ca/students/calendar/2025/fall/courses/neur.html
NEUR,801,NEUR 801,Foundations of Systems Neuroscience,https://www.sfu.ca/students/calendar/2025/fall/courses/neur.html
NEUR,802,NEUR 802,Translational and Integrative Neuroscience Workshop,https://www.sfu.ca/students/calendar/2025/fall/courses/neur.html
NUSC,341,NUSC 341,Introduction to Radiochemistry,https://www.sfu.ca/students/calendar/2025/fall/courses/nusc.html
NUSC,342,NUSC 342,Introduction to Nuclear Science,https://www.sfu.ca/students/calendar/2025/fall/courses/nusc.html
NUSC,344,NUSC 344,Nucleosynthesis and Distribution of the Elements,https://www.sfu.ca/students/calendar/2025/fall/courses/nusc.html
NUSC,346,NUSC 346,Radiochemistry Laboratory,https://www.sfu.ca/students/calendar/2025/fall/courses/nusc.html
NUSC,444,NUSC 444,Special Topics in Nuclear Science,https://www.sfu.ca/students/calendar/2025/fall/courses/nusc.html
NUSC,481,NUSC 481,Undergraduate Research in Nuclear Science,https://www.sfu.ca/students/calendar/2025/fall/courses/nusc.html
NUSC,482,NUSC 482,Directed Study in Advanced Topics in Nuclear,https://www.sfu.ca/students/calendar/2025/fall/courses/nusc.html
NUSC,484,NUSC 484,first may not then take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/nusc.html
ONC,502,ONC 502,Concepts in Oncology,https://www.sfu.ca/students/calendar/2025/fall/courses/onc.html
ONC,510,ONC 510,Seminars in Oncology,https://www.sfu.ca/students/calendar/2025/fall/courses/onc.html
ONC,548,ONC 548,Rotation in Oncology,https://www.sfu.ca/students/calendar/2025/summer/courses/onc.html
PERS,100,PERS 100,Introductory Persian I,https://www.sfu.ca/students/calendar/2025/fall/courses/pers.html
PERS,110,PERS 110,Introductory Persian II,https://www.sfu.ca/students/calendar/2025/fall/courses/pers.html
PHIL,100,PHIL 100,or PHIL 300 may not take this course for further credit. Writing/Breadth-Humanities.,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,100W,PHIL 100W,Knowledge and Reality,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,105,PHIL 105,Critical Thinking,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,110,PHIL 110,", 210, 310 , 314 , MACM 101 , BUEC 232 or STAT 270 . Students with credit for PHIL 315 may not take this course for further credit.",https://www.sfu.ca/students/calendar/2025/fall/courses/cogs.html
PHIL,120,PHIL 120,may not take this course for further credit. Writing/Breadth-Humanities.,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,120W,PHIL 120W,", 121 , 221 , or HSCI 319W , with a minimum grade of C-. Students who have taken HSCI 320 or PHIL 327 may not take this course for further credit.",https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
PHIL,121,PHIL 121,Global Justice,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,131,PHIL 131,Selected Topics,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,144,PHIL 144,Introduction to Philosophy of Science,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,150,PHIL 150,Great Works in the History of Philosophy,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,151,PHIL 151,may not take this course for further credit. Breadth-Humanities.,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,201,PHIL 201,Epistemology,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,203,PHIL 203,Metaphysics,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,220,PHIL 220,cannot receive credit for this course.,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,221,PHIL 221,Ethical Theory,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,244,PHIL 244,may not take this course for further credit. Breadth-Hum/Social Sci/Science.,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,270,PHIL 270,"Data, Ethics and Society",https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,280,PHIL 280,Introduction to Existentialism,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,300,PHIL 300,Introduction to Philosophy,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,302,PHIL 302,Topics in Epistemology and Metaphysics,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,305,PHIL 305,Philosophy of Machine Learning,https://www.sfu.ca/students/calendar/2026/summer/courses/phil.html
PHIL,310,PHIL 310,"Logic, Proofs and Set Theory",https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,314,PHIL 314,Topics in Logic,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,315,PHIL 315,Formal Methods,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,318,PHIL 318,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,320,PHIL 320,Social and Political Philosophy,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,321,PHIL 321,Topics in Moral Philosophy,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,322,PHIL 322,History of Ethics,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,326,PHIL 326,Topics in Law and Philosophy,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,327,PHIL 327,Global Health Ethics,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,328,PHIL 328,Environmental Philosophy,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,329,PHIL 329,Law and Justice,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,331,PHIL 331,Selected Topics,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,332,PHIL 332,Selected Topics,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,333,PHIL 333,in Spring 2016 cannot take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,341,PHIL 341,Philosophy of Science,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,342,PHIL 342,Topics in Asian Philosophy,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,343,PHIL 343,Topics in the Philosophy of Mind,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,344,PHIL 344,Topics in the Philosophy of Language,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,345W,PHIL 345W,Philosophy of Mathematics,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,346,PHIL 346,Topics in Philosophy and Religion,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,350,PHIL 350,Ancient Philosophy,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,352,PHIL 352,17th Century Philosophy,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,356,PHIL 356,18th Century Philosophy,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,357,PHIL 357,Topics in the History of Philosophy,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,358,PHIL 358,19th Century Philosophy,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,421,PHIL 421,Advanced Topics in Ethical Theory,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,421W,PHIL 421W,Advanced Topics in Ethical Theory,https://www.sfu.ca/students/calendar/2025/summer/courses/phil.html
PHIL,435,PHIL 435,Selected Topics,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,451,PHIL 451,Advanced Topics in the History of Philosophy,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,451W,PHIL 451W,Advanced Topics in the History of Philosophy,https://www.sfu.ca/students/calendar/2025/summer/courses/phil.html
PHIL,455,PHIL 455,Advanced Topics in Epistemology and Metaphysics,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,455W,PHIL 455W,Advanced Topics in Epistemology and Metaphysics,https://www.sfu.ca/students/calendar/2025/summer/courses/phil.html
PHIL,467W,PHIL 467W,Advanced Seminar,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,479,PHIL 479,Honours Tutorial in Philosophy,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,802,PHIL 802,Selected Topics in Epistemology,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,803,PHIL 803,Selected Topics in Metaphysics,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,804,PHIL 804,Selected Topics in Philosophy of Science,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,805,PHIL 805,Selected Topics in Philosophy of Mind,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,806,PHIL 806,Selected Topics in Philosophy of Language,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,812,PHIL 812,Selected Topics in Logic I,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,813,PHIL 813,Selected Topics in Logic II,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,814,PHIL 814,Selected Topics in Philosophy of Mathematics,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,815,PHIL 815,Selected Topics in Formal Studies,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,822,PHIL 822,Selected Topics in Normative Ethics,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,823,PHIL 823,Selected Topics Meta-Ethics,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,824,PHIL 824,Selected Topics Moral Psychology,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,825,PHIL 825,Selected Topics in Social and Political Philosophy,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,826,PHIL 826,Selected Topics in Aesthetics,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,852,PHIL 852,Selected Topics in Ancient Philosophy,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,853,PHIL 853,Selected Topics in Medieval Philosophy,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,854,PHIL 854,Selected Topics in Seventeenth and Eighteenth Century Philosophy,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,855,PHIL 855,Selected Topics in Nineteenth and Twentieth Century Philosophy,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,861,PHIL 861,Directed Studies: Selected Topics I,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,862,PHIL 862,Directed Studies: Selected Topics II,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,864,PHIL 864,Directed Studies: Selected Topics IV,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,865,PHIL 865,Directed Studies: Selected Topics V,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,880,PHIL 880,Pro-Seminar,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,898,PHIL 898,MA Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,899,PHIL 899,Professional Paper Project Completion,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHIL,998,PHIL 998,PhD Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/phil.html
PHYS,100,PHYS 100,Introduction to Physics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,101,PHYS 101,Physics for the Life Sciences I,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,102,PHYS 102,", BPK 201 . Quantitative.",https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
PHYS,120,PHYS 120,"or PHYS 140 ) and MATH 152 , all with a minimum grade of C-. Students with credit for ENSC 281, MSE 221, or SEE 221 may not take this course for further credit.",https://www.sfu.ca/students/calendar/2025/fall/courses/ensc.html
PHYS,121,PHYS 121,"or PHYS 126 or PHYS 141 ), ENSC 120 , MATH 232 and ( MATH 260 or MATH 310), all with a minimum grade of C-. MATH 260 may be taken concurrently. Students with credit for MSE 250 or ",https://www.sfu.ca/students/calendar/2025/fall/courses/ensc.html
PHYS,125,PHYS 125,Mechanics and Special Relativity,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,126,PHYS 126,"Electricity, Magnetism and Light",https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,132,PHYS 132,Physics Laboratory I,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,133,PHYS 133,Physics Laboratory II,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,140,PHYS 140,Studio Physics - Mechanics and Modern Physics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,141,PHYS 141,or equivalent. MATH 150 or MATH 151 . Students with credit for SEE 241 or ENSC 280 may not take MSE 210 for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/mse.html
PHYS,190,PHYS 190,Introduction to Astronomy,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,192,PHYS 192,Logarithm and Blues,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,201,PHYS 201,Physics Undergraduate Seminar,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,211,PHYS 211,Intermediate Mechanics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,231,PHYS 231,or MBB 309W ; PHYS 344 or PHYS 347 or MBB 323 or CHEM 360 ; both with a minimum grade of C- or permission of the department. Students with credit for PHYS 433W may not take this co,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,233,PHYS 233,Physics Laboratory III,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,234,PHYS 234,Physics Laboratory IV,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,255,PHYS 255,Vibrations and Waves,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,285,PHYS 285,Quantum I,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,313,PHYS 313,Special Relativity,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,321,PHYS 321,Intermediate Electricity and Magnetism,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,326,PHYS 326,"and PHYS 421 may take this course with permission of the instructor. Prerequisite: Completion of 80 units including ( ENSC 416 or PHYS 421 ) and ENSC 325 , with a minimum grade of ",https://www.sfu.ca/students/calendar/2025/fall/courses/ensc.html
PHYS,332W,PHYS 332W,Advanced Physics Laboratory I,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,335,PHYS 335,Practicum I,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,336,PHYS 336,Practicum II,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,344,PHYS 344,Thermal Physics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,346,PHYS 346,Energy and the Environment,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,347,PHYS 347,Introduction to Biological Physics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,365,PHYS 365,or permission of instructor.,https://www.sfu.ca/students/calendar/2025/fall/courses/ensc.html
PHYS,384,PHYS 384,Methods of Theoretical Physics I,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,385,PHYS 385,Quantum II,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,390,PHYS 390,Introduction to Cosmology and Astrophysics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,391,PHYS 391,Introduction to Observational Astrophysics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
PHYS,395,PHYS 395,Computational Physics,https://www.sfu.ca/students/calendar/2025/fall/courses/phys.html
