subject,number,code,title,source_url
CMPT,766,CMPT 766,Computer Animation and Simulation,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,767,CMPT 767,Visualization,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,769,CMPT 769,Computational Photography and Image Manipulation,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,770,CMPT 770,Parallel and Distributed Computing,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,771,CMPT 771,Computer Networks,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,772,CMPT 772,Software Product Engineering and Management,https://www.sfu.ca/students/calendar/2025/summer/courses/cmpt.html
CMPT,776,CMPT 776,Quantum Algorithms,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,777,CMPT 777,Formal Verification,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,780,CMPT 780,Computer Security and Ethics,https://www.sfu.ca/students/calendar/2025/summer/courses/cmpt.html
CMPT,782,CMPT 782,Cybersecurity Lab I,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,783,CMPT 783,Cybersecurity Lab II,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,784,CMPT 784,Cyber Risk Assessment and Management,https://www.sfu.ca/students/calendar/2025/summer/courses/cmpt.html
CMPT,785,CMPT 785,Secure Software Design,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,786,CMPT 786,Cloud and Network Security,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,787,CMPT 787,Ethical Hacking,https://www.sfu.ca/students/calendar/2025/summer/courses/cmpt.html
CMPT,788,CMPT 788,Information Privacy,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,789,CMPT 789,Applied Cryptography,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,790,CMPT 790,Big Data Portfolio,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,791,CMPT 791,Visual Computing Portfolio,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,792,CMPT 792,Cybersecurity Portfolio,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,800,CMPT 800,3D Computer Vision,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,810,CMPT 810,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,813,CMPT 813,Computational Geometry,https://www.sfu.ca/students/calendar/2025/summer/courses/cmpt.html
CMPT,815,CMPT 815,Algorithms of Optimization,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,820,CMPT 820,Multimedia Systems,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,822,CMPT 822,Computational Vision,https://www.sfu.ca/students/calendar/2025/summer/courses/cmpt.html
CMPT,825,CMPT 825,or CMPT 413 may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,827,CMPT 827,Intelligent Systems,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,828,CMPT 828,Illumination in Images and Video,https://www.sfu.ca/students/calendar/2025/summer/courses/cmpt.html
CMPT,829,CMPT 829,Special Topics in Bioinformatics,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,839,CMPT 839,Advanced Natural Language Processing and Understanding,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,843,CMPT 843,Database and Knowledge-base Systems,https://www.sfu.ca/students/calendar/2025/summer/courses/cmpt.html
CMPT,860,CMPT 860,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,863,CMPT 863,Advanced Topics in Human-Computer Interaction,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,878,CMPT 878,or 775 may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,880,CMPT 880,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,881,CMPT 881,in 2007 or earlier may not take CMPT 711 for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,882,CMPT 882,in 2007 or earlier may not take CMPT 726 for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,886,CMPT 886,Special Topics in Operating Systems,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,888,CMPT 888,"or CMPT 985 under the title ""Special Topics in Human-Computer Interaction"" may not take this course for further credit.",https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,889,CMPT 889,Special Topics in Interdisciplinary Computing,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,894,CMPT 894,Directed Reading,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,895,CMPT 895,Master Program Extended Essay,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,896,CMPT 896,MSc Course Option Portfolio,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,897,CMPT 897,MSc Project,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,898,CMPT 898,MSc Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,899,CMPT 899,PhD Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,980,CMPT 980,Special Topics in Computing Science,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,981,CMPT 981,Special Topics in Theoretical Computing Science,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,982,CMPT 982,Special Topics in Networks and Systems,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,983,CMPT 983,Special Topics in Artificial Intelligence,https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,984,CMPT 984,"Special Topics in Databases, Data Mining, Computational Biology",https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
CMPT,985,CMPT 985,"Special Topics in Graphics, HCI, Visualization, Vision, Multimedia",https://www.sfu.ca/students/calendar/2025/fall/courses/cmpt.html
COGS,100,COGS 100,Exploring the Mind,https://www.sfu.ca/students/calendar/2025/fall/courses/cogs.html
COGS,110,COGS 110,Learning in Everyday Life: The Art and Science of Hacking your Brain,https://www.sfu.ca/students/calendar/2025/fall/courses/cogs.html
COGS,200,COGS 200,may not take COGS 100 for further credit. Breadth-Hum/Social Sci/Science.,https://www.sfu.ca/students/calendar/2025/fall/courses/cogs.html
COGS,300,COGS 300,Selected Topics in Cognitive Science,https://www.sfu.ca/students/calendar/2025/fall/courses/cogs.html
COGS,310,COGS 310,Consciousness,https://www.sfu.ca/students/calendar/2025/fall/courses/cogs.html
COGS,315,COGS 315,Formal Methods,https://www.sfu.ca/students/calendar/2025/fall/courses/cogs.html
COGS,350,COGS 350,Directed Readings,https://www.sfu.ca/students/calendar/2025/fall/courses/cogs.html
COGS,380,COGS 380,Directed Research,https://www.sfu.ca/students/calendar/2025/fall/courses/cogs.html
COGS,490,COGS 490,Honours Project I,https://www.sfu.ca/students/calendar/2025/fall/courses/cogs.html
COGS,491,COGS 491,Honours Project II,https://www.sfu.ca/students/calendar/2025/fall/courses/cogs.html
CRIM,101,CRIM 101,Introduction to Criminology,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,103,CRIM 103,Psychological Explanations of Criminal and Deviant Behavior,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,104,CRIM 104,Sociological Explanations of Criminal and Deviant Behavior,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,120,CRIM 120,may not take CRIM 220 for further credit. Quantitative.,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,131,CRIM 131,Introduction to the Criminal Justice System - A Total System Approach,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,135,CRIM 135,Introduction to Canadian Law and Legal Institutions: A Criminal Justice Perspective,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,203,CRIM 203,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,210,CRIM 210,"Law, Youth and Young Offenders",https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,213,CRIM 213,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,218,CRIM 218,Introductory Special Topics in Criminology,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,220,CRIM 220,Research Methods in Criminology,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,230,CRIM 230,Criminal Law,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,241,CRIM 241,Introduction to Corrections,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,251,CRIM 251,Introduction to Policing,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,300W,CRIM 300W,Current Theories and Perspectives in Criminology,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,302,CRIM 302,Critical Approaches to Crime and Deviance,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,303,CRIM 303,Historical Reactions to Crime and Deviance,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,304,CRIM 304,Women and Criminal Justice,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,310,CRIM 310,Young Offenders and Criminal Justice: Advanced Topics,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,311,CRIM 311,Social Inequalities and the Criminal Justice System,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,312,CRIM 312,Criminological Perspectives on Social Problems,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,313,CRIM 313,Specific Types of Crimes,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,314,CRIM 314,"Mental Disorder, Criminality and the Law",https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,315,CRIM 315,Restorative Justice,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,316,CRIM 316,Sexual Offenders and Sexual Offences,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,317,CRIM 317,"Sex, Work, and the Law",https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,318,CRIM 318,Special Topics in Criminology,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,319,CRIM 319,Special Topics in Criminology,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,320,CRIM 320,Quantitative Research Methods in Criminology,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,321,CRIM 321,Qualitative Research Methods in Criminology,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,326,CRIM 326,Criminological Analysis of Homicide,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,330,CRIM 330,Criminal Procedure and Evidence,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,331,CRIM 331,Advanced Criminal Law,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,332,CRIM 332,Sociology of Law,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,335,CRIM 335,Human Rights and Civil Liberties,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,338,CRIM 338,Philosophy of Law,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,340,CRIM 340,Criminal Justice Policy Making and Policy Analysis,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,343,CRIM 343,Correctional Practice,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,344,CRIM 344,"Sentencing: Theory, Law and Practice",https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,346,CRIM 346,Current Issues in Corrections,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,350,CRIM 350,Techniques of Crime Prevention,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,351,CRIM 351,Police Accountability and Ethics,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,352,CRIM 352,Environmental Criminology: Theory and Practice,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,355,CRIM 355,The Forensic Sciences,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,356,CRIM 356,The Forensic Sciences II,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,357,CRIM 357,Forensic Anatomy,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,358,CRIM 358,Forensic Entomology,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,369,CRIM 369,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,370,CRIM 370,Directed Readings,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,380,CRIM 380,Introduction to Cybercrime,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,402,CRIM 402,Biological Explanations of Crime,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,405,CRIM 405,Violence and Aggression,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,406,CRIM 406,Family Violence and Criminal Justice,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,410,CRIM 410,Decision-making in Criminal Justice,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,413,CRIM 413,Terrorism,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,414,CRIM 414,Special Topics in Criminology,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,416,CRIM 416,Current Issues in Criminology and Criminal Justice,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,417,CRIM 417,Current Issues in Criminology and Criminal Justice,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,418,CRIM 418,Current Issues in Criminology and Criminal Justice,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,419,CRIM 419,Aboriginal/Indigenous Justice,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,423,CRIM 423,Advanced Issues in Terrorism,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,429,CRIM 429,Indigenous Peoples and International Law,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,433,CRIM 433,Communities and Crime,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,438,CRIM 438,Wrongful Convictions and Other Miscarriages of Justice,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,441,CRIM 441,Preventing Crime and Antisocial Behaviour: Designing & Evaluating Programs,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,442,CRIM 442,Restorative Justice Practice: Advanced Topics,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,451,CRIM 451,Advanced Techniques in Forensic Science,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,452,CRIM 452,Skeletal Pathology and Criminalistics,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,453,CRIM 453,Policing Illegal Drug Markets,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,454,CRIM 454,Criminal Profiling,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,455,CRIM 455,Advanced Issues in Policing,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,456,CRIM 456,Investigative Psychology in Policing,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,458,CRIM 458,Community Policing,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,459,CRIM 459,Organized Crime,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,460,CRIM 460,Applied Crime Prevention,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,464,CRIM 464,Street Gang Patterns and Policies,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,470,CRIM 470,Directed Studies,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,480,CRIM 480,Computer Forensics and Cybercrime,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,481,CRIM 481,Advanced Issues in Cybercrime,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,485,CRIM 485,Professional Development - Criminal Justice Practice,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,486,CRIM 486,Field Placement - Agency - Part-Time,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,487,CRIM 487,Field Placement - Agency - Full-Time,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,488,CRIM 488,Field Placement - Academic - Part-Time,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,489,CRIM 489,Field Placement - Academic - Full-Time,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,490,CRIM 490,Honours Thesis I,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,491,CRIM 491,Current Theory and Research in Criminology: Advanced Topics,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,499,CRIM 499,Honours Thesis II,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,710,CRIM 710,prior to Fall 2019 may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/summer/courses/trss.html
CRIM,711,CRIM 711,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/summer/courses/trss.html
CRIM,720,CRIM 720,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/summer/courses/trss.html
CRIM,721,CRIM 721,prior to Fall 2019 may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/trss.html
CRIM,730,CRIM 730,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/summer/courses/trss.html
CRIM,731,CRIM 731,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/trss.html
CRIM,740,CRIM 740,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/trss.html
CRIM,742,CRIM 742,prior to Fall 2019 may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/summer/courses/trss.html
CRIM,798,CRIM 798,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/trss.html
CRIM,800,CRIM 800,Criminological Theory I,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,801,CRIM 801,Criminological Theory II,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,810,CRIM 810,Spatial-temporal criminology,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,811,CRIM 811,Young Offenders,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,812,CRIM 812,Criminal Networks,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,813,CRIM 813,Policing,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,814,CRIM 814,Restorative Justice,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,815,CRIM 815,Cybercrime,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,816,CRIM 816,Terrorism,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,817,CRIM 817,Corrections,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,818,CRIM 818,Contemporary Issues in Forensic Science,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,820,CRIM 820,Criminal Justice Policy Analysis,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,830,CRIM 830,"Crime, Law, and Policy",https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,831,CRIM 831,Sexual Violence,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,860,CRIM 860,Research Methods I: Research Design,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,861,CRIM 861,Research Methods II: Quantitative Methods,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,862,CRIM 862,Research Methods III: Qualitative Methods,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,863,CRIM 863,Research Methods IV: Advanced Quantitative Methods,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,864,CRIM 864,Research Methods V: Advanced Qualitative Methods,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,865,CRIM 865,Research Methods VI: The Theory and Practice of Program Evaluation,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,870,CRIM 870,Directed Readings,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,871,CRIM 871,Selected Topics,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,872,CRIM 872,Selected Topics,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,873,CRIM 873,Selected Topics,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,890,CRIM 890,PhD Thesis Prospectus,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,897,CRIM 897,Comprehensive Exam,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,898,CRIM 898,MA Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
CRIM,899,CRIM 899,PhD Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/crim.html
DATA,180,DATA 180,Undergraduate Seminar in Data Science,https://www.sfu.ca/students/calendar/2025/fall/courses/data.html
DEVS,801,DEVS 801,cannot take SD 801 for further credit.,https://www.sfu.ca/students/calendar/2025/summer/courses/sd.html
DIAL,460,DIAL 460,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/summer/courses/cmns.html
DIAL,461,DIAL 461,Field Placement in Dialogue,https://www.sfu.ca/students/calendar/2025/fall/courses/dial.html
DMED,500,DMED 500,Foundations of Digital Media,https://www.sfu.ca/students/calendar/2025/fall/courses/dmed.html
DMED,501,DMED 501,Visual Storytelling,https://www.sfu.ca/students/calendar/2025/fall/courses/dmed.html
DMED,502,DMED 502,Improvisation for Collaboration,https://www.sfu.ca/students/calendar/2025/fall/courses/dmed.html
DMED,503,DMED 503,Game Design and Gamification,https://www.sfu.ca/students/calendar/2025/fall/courses/dmed.html
DMED,520,DMED 520,Projects I: Building Virtual Worlds,https://www.sfu.ca/students/calendar/2025/fall/courses/dmed.html
DMED,521,DMED 521,Projects II,https://www.sfu.ca/students/calendar/2025/fall/courses/dmed.html
DMED,522,DMED 522,Projects III,https://www.sfu.ca/students/calendar/2025/fall/courses/dmed.html
DMED,530,DMED 530,Internship,https://www.sfu.ca/students/calendar/2025/fall/courses/dmed.html
DMED,531,DMED 531,Internship Continuation,https://www.sfu.ca/students/calendar/2025/fall/courses/dmed.html
DMED,540,DMED 540,Special Topics in Digital Media,https://www.sfu.ca/students/calendar/2025/fall/courses/dmed.html
DMED,550,DMED 550,Directed Studies in Digital Media,https://www.sfu.ca/students/calendar/2025/fall/courses/dmed.html
DMED,560,DMED 560,Production Team Dynamics,https://www.sfu.ca/students/calendar/2025/fall/courses/dmed.html
DMED,561,DMED 561,Pitching for Digital Media Professionals I,https://www.sfu.ca/students/calendar/2025/fall/courses/dmed.html
DMED,562,DMED 562,Pitching for Digital Media Professionals II,https://www.sfu.ca/students/calendar/2025/fall/courses/dmed.html
DMED,563,DMED 563,Multi-Platform Media,https://www.sfu.ca/students/calendar/2025/fall/courses/dmed.html
EASC,101,EASC 101,Dynamic Earth,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,103,EASC 103,The Rise and Fall of the Dinosaurs,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,104,EASC 104,Geohazards - Earth in Turmoil,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,106,EASC 106,Earth Through Time,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,107,EASC 107,Economic Geological Resources,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,108,EASC 108,Exploring the Solar System,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,201,EASC 201,Stratigraphy and Sedimentation,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,202,EASC 202,Introduction to Mineralogy,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,204,EASC 204,Structural Geology I,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,205,EASC 205,Introduction to Petrology,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,206,EASC 206,Field Geology I,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,207,EASC 207,Introduction to Applied Geophysics,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,208,EASC 208,Introduction to Geochemistry,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,209W,EASC 209W,Environmental Geoscience,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,210,EASC 210,Evolving Earth,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,300,EASC 300,Selected Topics in Earth Sciences,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,301,EASC 301,Igneous Petrology,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,302,EASC 302,Sedimentary Petrology,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,304,EASC 304,Hydrogeology,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,305,EASC 305,Quantitative Methods for the Earth Sciences,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,305W,EASC 305W,Quantitative Methods for the Earth Sciences,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,306,EASC 306,Field Geology II,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,307,EASC 307,Applied Geophysics,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,308,EASC 308,Field Geology III,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,309,EASC 309,Global Tectonics,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,310W,EASC 310W,Paleontology,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,311,EASC 311,Metamorphic Petrology,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,312,EASC 312,Stratigraphy,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,313,EASC 313,Introduction to Soil and Rock Engineering,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,314,EASC 314,Principles of Glaciology,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,315W,EASC 315W,Geochemistry of Natural Waters,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,317,EASC 317,Global Geophysics,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,400,EASC 400,Selected Topics in Earth Sciences,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,401,EASC 401,Mineral Deposits,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,402,EASC 402,Sedimentology,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
